"","nome_doc","epoca","ciclo","fungicida","cultivar","rep_i","rep_ii","rep_iii","rep_iv","rep_v","subregiao","localidade","coordenador_a","colaborador_a","subregiao_abrev","subregiao_nome","desenho_experimental","num_total_cultivares_intervinientes","num_total_de_parcelas_por_ensaio","comprimento_medio_m","largura_m","distancia_entre_fileras_cm","numero_de_fileras","solo","materia_organica_percentual","nitrogeno_ppm","fosforo_ppm","potasio_ppm","tipo","textura","nan_mg_kg","cultivo_antecesor","densidad_sementes_m2","densidad_sementes_kg_ha","sistema","uso_de_fertilizante","uso_de_irrigacao","uso_de_herbicida","uso_de_fungicida","uso_de_insecticida","uso_de_outros_produtos","chuvas_janeiro","chuvas_fevereiro","chuvas_marco","chuvas_abril","chuvas_maio","chuvas_junho","chuvas_julho","chuvas_agosto","chuvas_setembro","chuvas_outubro","chuvas_novembro","chuvas_dezembro","temp_janeiro","temp_fevereiro","temp_marco","temp_abril","temp_maio","temp_junho","temp_julho","temp_agosto","temp_setembro","temp_outubro","temp_novembro","temp_dezembro"
"11","Dados/Dados_Brutos/2021-2022/ret_2021_pampa_mesopotamica_pme_iii_ex._sbrg._iii_inta_parana","1","LARGO","SIN FUNGICIDA","K.100 ANOS",5225,5300,5100,NA,NA,"1 Pampeana","Paraná","Bainotti, Carlos","Gieco, Lucrecia C., Schutt, Lorena S.","PME III","Pampa mesopotâmica","BCA",74,"111/135/105/72","5","1.14","21",6,"Molisol",NA,NA,NA,NA,"Argiudol Ácuico Serie Tezanos Pintos.","Arcillo limoso",NA,"Maiz",NA,NA,"Maquina","400 K/HA UREA (200 siembra+200 fin macollaje); 130 KG/PDA; 150 K/HA YESO AGRICOLA","No","glifosato 2,5 l/ha, metsulfuron (7gr./ha) + dicamba (200cc/ha)","Elatus Ace 600 cc/ha + Miravis 200 cc/ha + 1 l  aceite mineral","No","No",178,21.5,153,210.3,66.6,19.8,32.2,11,53.6,53.1,121.1,"49",24.8774193548387,"23.9410714285714","22.341935483871","20.585","15.2258064516129","12.435","12.791935483871","15.2435483870968","17.2566666666667","19.4096774193548","22.4166666666667","26.2983870967742"
"12","Dados/Dados_Brutos/2021-2022/ret_2021_pampa_mesopotamica_pme_iii_ex._sbrg._iii_inta_parana","1","LARGO","SIN FUNGICIDA","K.GEMINIS",6158.33333333333,5050,5325,NA,NA,"1 Pampeana","Paraná","Bainotti, Carlos","Gieco, Lucrecia C., Schutt, Lorena S.","PME III","Pampa mesopotâmica","BCA",74,"111/135/105/72","5","1.14","21",6,"Molisol",NA,NA,NA,NA,"Argiudol Ácuico Serie Tezanos Pintos.","Arcillo limoso",NA,"Maiz",NA,NA,"Maquina","400 K/HA UREA (200 siembra+200 fin macollaje); 130 KG/PDA; 150 K/HA YESO AGRICOLA","No","glifosato 2,5 l/ha, metsulfuron (7gr./ha) + dicamba (200cc/ha)","Elatus Ace 600 cc/ha + Miravis 200 cc/ha + 1 l  aceite mineral","No","No",178,21.5,153,210.3,66.6,19.8,32.2,11,53.6,53.1,121.1,"49",24.8774193548387,"23.9410714285714","22.341935483871","20.585","15.2258064516129","12.435","12.791935483871","15.2435483870968","17.2566666666667","19.4096774193548","22.4166666666667","26.2983870967742"
"13","Dados/Dados_Brutos/2021-2022/ret_2021_pampa_mesopotamica_pme_iii_ex._sbrg._iii_inta_parana","1","LARGO","SIN FUNGICIDA","K.MINERVA",4900,4633.33333333333,4433.33333333333,NA,NA,"1 Pampeana","Paraná","Bainotti, Carlos","Gieco, Lucrecia C., Schutt, Lorena S.","PME III","Pampa mesopotâmica","BCA",74,"111/135/105/72","5","1.14","21",6,"Molisol",NA,NA,NA,NA,"Argiudol Ácuico Serie Tezanos Pintos.","Arcillo limoso",NA,"Maiz",NA,NA,"Maquina","400 K/HA UREA (200 siembra+200 fin macollaje); 130 KG/PDA; 150 K/HA YESO AGRICOLA","No","glifosato 2,5 l/ha, metsulfuron (7gr./ha) + dicamba (200cc/ha)","Elatus Ace 600 cc/ha + Miravis 200 cc/ha + 1 l  aceite mineral","No","No",178,21.5,153,210.3,66.6,19.8,32.2,11,53.6,53.1,121.1,"49",24.8774193548387,"23.9410714285714","22.341935483871","20.585","15.2258064516129","12.435","12.791935483871","15.2435483870968","17.2566666666667","19.4096774193548","22.4166666666667","26.2983870967742"
"14","Dados/Dados_Brutos/2021-2022/ret_2021_pampa_mesopotamica_pme_iii_ex._sbrg._iii_inta_parana","1","LARGO","SIN FUNGICIDA","K.TITANIO CL",4825,4933.33333333333,4800,NA,NA,"1 Pampeana","Paraná","Bainotti, Carlos","Gieco, Lucrecia C., Schutt, Lorena S.","PME III","Pampa mesopotâmica","BCA",74,"111/135/105/72","5","1.14","21",6,"Molisol",NA,NA,NA,NA,"Argiudol Ácuico Serie Tezanos Pintos.","Arcillo limoso",NA,"Maiz",NA,NA,"Maquina","400 K/HA UREA (200 siembra+200 fin macollaje); 130 KG/PDA; 150 K/HA YESO AGRICOLA","No","glifosato 2,5 l/ha, metsulfuron (7gr./ha) + dicamba (200cc/ha)","Elatus Ace 600 cc/ha + Miravis 200 cc/ha + 1 l  aceite mineral","No","No",178,21.5,153,210.3,66.6,19.8,32.2,11,53.6,53.1,121.1,"49",24.8774193548387,"23.9410714285714","22.341935483871","20.585","15.2258064516129","12.435","12.791935483871","15.2435483870968","17.2566666666667","19.4096774193548","22.4166666666667","26.2983870967742"
"15","Dados/Dados_Brutos/2021-2022/ret_2021_pampa_mesopotamica_pme_iii_ex._sbrg._iii_inta_parana","1","LARGO","SIN FUNGICIDA","K.SELENIO CL",5566.66666666667,5816.66666666667,5416.66666666667,NA,NA,"1 Pampeana","Paraná","Bainotti, Carlos","Gieco, Lucrecia C., Schutt, Lorena S.","PME III","Pampa mesopotâmica","BCA",74,"111/135/105/72","5","1.14","21",6,"Molisol",NA,NA,NA,NA,"Argiudol Ácuico Serie Tezanos Pintos.","Arcillo limoso",NA,"Maiz",NA,NA,"Maquina","400 K/HA UREA (200 siembra+200 fin macollaje); 130 KG/PDA; 150 K/HA YESO AGRICOLA","No","glifosato 2,5 l/ha, metsulfuron (7gr./ha) + dicamba (200cc/ha)","Elatus Ace 600 cc/ha + Miravis 200 cc/ha + 1 l  aceite mineral","No","No",178,21.5,153,210.3,66.6,19.8,32.2,11,53.6,53.1,121.1,"49",24.8774193548387,"23.9410714285714","22.341935483871","20.585","15.2258064516129","12.435","12.791935483871","15.2435483870968","17.2566666666667","19.4096774193548","22.4166666666667","26.2983870967742"
"16","Dados/Dados_Brutos/2021-2022/ret_2021_pampa_mesopotamica_pme_iii_ex._sbrg._iii_inta_parana","1","LARGO","SIN FUNGICIDA","K.FAVORITO II",5433.33333333333,5833.33333333333,5525,NA,NA,"1 Pampeana","Paraná","Bainotti, Carlos","Gieco, Lucrecia C., Schutt, Lorena S.","PME III","Pampa mesopotâmica","BCA",74,"111/135/105/72","5","1.14","21",6,"Molisol",NA,NA,NA,NA,"Argiudol Ácuico Serie Tezanos Pintos.","Arcillo limoso",NA,"Maiz",NA,NA,"Maquina","400 K/HA UREA (200 siembra+200 fin macollaje); 130 KG/PDA; 150 K/HA YESO AGRICOLA","No","glifosato 2,5 l/ha, metsulfuron (7gr./ha) + dicamba (200cc/ha)","Elatus Ace 600 cc/ha + Miravis 200 cc/ha + 1 l  aceite mineral","No","No",178,21.5,153,210.3,66.6,19.8,32.2,11,53.6,53.1,121.1,"49",24.8774193548387,"23.9410714285714","22.341935483871","20.585","15.2258064516129","12.435","12.791935483871","15.2435483870968","17.2566666666667","19.4096774193548","22.4166666666667","26.2983870967742"
"17","Dados/Dados_Brutos/2021-2022/ret_2021_pampa_mesopotamica_pme_iii_ex._sbrg._iii_inta_parana","1","LARGO","SIN FUNGICIDA","MS INTA 119",4925,5116.66666666667,6433.33333333333,NA,NA,"1 Pampeana","Paraná","Bainotti, Carlos","Gieco, Lucrecia C., Schutt, Lorena S.","PME III","Pampa mesopotâmica","BCA",74,"111/135/105/72","5","1.14","21",6,"Molisol",NA,NA,NA,NA,"Argiudol Ácuico Serie Tezanos Pintos.","Arcillo limoso",NA,"Maiz",NA,NA,"Maquina","400 K/HA UREA (200 siembra+200 fin macollaje); 130 KG/PDA; 150 K/HA YESO AGRICOLA","No","glifosato 2,5 l/ha, metsulfuron (7gr./ha) + dicamba (200cc/ha)","Elatus Ace 600 cc/ha + Miravis 200 cc/ha + 1 l  aceite mineral","No","No",178,21.5,153,210.3,66.6,19.8,32.2,11,53.6,53.1,121.1,"49",24.8774193548387,"23.9410714285714","22.341935483871","20.585","15.2258064516129","12.435","12.791935483871","15.2435483870968","17.2566666666667","19.4096774193548","22.4166666666667","26.2983870967742"
"18","Dados/Dados_Brutos/2021-2022/ret_2021_pampa_mesopotamica_pme_iii_ex._sbrg._iii_inta_parana","1","LARGO","SIN FUNGICIDA","BASILIO",5283.33333333333,5133.33333333333,4483.33333333333,NA,NA,"1 Pampeana","Paraná","Bainotti, Carlos","Gieco, Lucrecia C., Schutt, Lorena S.","PME III","Pampa mesopotâmica","BCA",74,"111/135/105/72","5","1.14","21",6,"Molisol",NA,NA,NA,NA,"Argiudol Ácuico Serie Tezanos Pintos.","Arcillo limoso",NA,"Maiz",NA,NA,"Maquina","400 K/HA UREA (200 siembra+200 fin macollaje); 130 KG/PDA; 150 K/HA YESO AGRICOLA","No","glifosato 2,5 l/ha, metsulfuron (7gr./ha) + dicamba (200cc/ha)","Elatus Ace 600 cc/ha + Miravis 200 cc/ha + 1 l  aceite mineral","No","No",178,21.5,153,210.3,66.6,19.8,32.2,11,53.6,53.1,121.1,"49",24.8774193548387,"23.9410714285714","22.341935483871","20.585","15.2258064516129","12.435","12.791935483871","15.2435483870968","17.2566666666667","19.4096774193548","22.4166666666667","26.2983870967742"
"19","Dados/Dados_Brutos/2021-2022/ret_2021_pampa_mesopotamica_pme_iii_ex._sbrg._iii_inta_parana","1","LARGO","SIN FUNGICIDA","GUAYABO",4791.66666666667,5000,4050,NA,NA,"1 Pampeana","Paraná","Bainotti, Carlos","Gieco, Lucrecia C., Schutt, Lorena S.","PME III","Pampa mesopotâmica","BCA",74,"111/135/105/72","5","1.14","21",6,"Molisol",NA,NA,NA,NA,"Argiudol Ácuico Serie Tezanos Pintos.","Arcillo limoso",NA,"Maiz",NA,NA,"Maquina","400 K/HA UREA (200 siembra+200 fin macollaje); 130 KG/PDA; 150 K/HA YESO AGRICOLA","No","glifosato 2,5 l/ha, metsulfuron (7gr./ha) + dicamba (200cc/ha)","Elatus Ace 600 cc/ha + Miravis 200 cc/ha + 1 l  aceite mineral","No","No",178,21.5,153,210.3,66.6,19.8,32.2,11,53.6,53.1,121.1,"49",24.8774193548387,"23.9410714285714","22.341935483871","20.585","15.2258064516129","12.435","12.791935483871","15.2435483870968","17.2566666666667","19.4096774193548","22.4166666666667","26.2983870967742"
"20","Dados/Dados_Brutos/2021-2022/ret_2021_pampa_mesopotamica_pme_iii_ex._sbrg._iii_inta_parana","1","LARGO","SIN FUNGICIDA","JACARANDA",5058.33333333333,4500,5033.33333333333,NA,NA,"1 Pampeana","Paraná","Bainotti, Carlos","Gieco, Lucrecia C., Schutt, Lorena S.","PME III","Pampa mesopotâmica","BCA",74,"111/135/105/72","5","1.14","21",6,"Molisol",NA,NA,NA,NA,"Argiudol Ácuico Serie Tezanos Pintos.","Arcillo limoso",NA,"Maiz",NA,NA,"Maquina","400 K/HA UREA (200 siembra+200 fin macollaje); 130 KG/PDA; 150 K/HA YESO AGRICOLA","No","glifosato 2,5 l/ha, metsulfuron (7gr./ha) + dicamba (200cc/ha)","Elatus Ace 600 cc/ha + Miravis 200 cc/ha + 1 l  aceite mineral","No","No",178,21.5,153,210.3,66.6,19.8,32.2,11,53.6,53.1,121.1,"49",24.8774193548387,"23.9410714285714","22.341935483871","20.585","15.2258064516129","12.435","12.791935483871","15.2435483870968","17.2566666666667","19.4096774193548","22.4166666666667","26.2983870967742"
"21","Dados/Dados_Brutos/2021-2022/ret_2021_pampa_mesopotamica_pme_iii_ex._sbrg._iii_inta_parana","1","LARGO","SIN FUNGICIDA","BAGUETTE 620",6450,5991.66666666667,5916.66666666667,NA,NA,"1 Pampeana","Paraná","Bainotti, Carlos","Gieco, Lucrecia C., Schutt, Lorena S.","PME III","Pampa mesopotâmica","BCA",74,"111/135/105/72","5","1.14","21",6,"Molisol",NA,NA,NA,NA,"Argiudol Ácuico Serie Tezanos Pintos.","Arcillo limoso",NA,"Maiz",NA,NA,"Maquina","400 K/HA UREA (200 siembra+200 fin macollaje); 130 KG/PDA; 150 K/HA YESO AGRICOLA","No","glifosato 2,5 l/ha, metsulfuron (7gr./ha) + dicamba (200cc/ha)","Elatus Ace 600 cc/ha + Miravis 200 cc/ha + 1 l  aceite mineral","No","No",178,21.5,153,210.3,66.6,19.8,32.2,11,53.6,53.1,121.1,"49",24.8774193548387,"23.9410714285714","22.341935483871","20.585","15.2258064516129","12.435","12.791935483871","15.2435483870968","17.2566666666667","19.4096774193548","22.4166666666667","26.2983870967742"
"22","Dados/Dados_Brutos/2021-2022/ret_2021_pampa_mesopotamica_pme_iii_ex._sbrg._iii_inta_parana","1","LARGO","SIN FUNGICIDA","BAGUETTE 680",5500,5533.33333333333,4783.33333333333,NA,NA,"1 Pampeana","Paraná","Bainotti, Carlos","Gieco, Lucrecia C., Schutt, Lorena S.","PME III","Pampa mesopotâmica","BCA",74,"111/135/105/72","5","1.14","21",6,"Molisol",NA,NA,NA,NA,"Argiudol Ácuico Serie Tezanos Pintos.","Arcillo limoso",NA,"Maiz",NA,NA,"Maquina","400 K/HA UREA (200 siembra+200 fin macollaje); 130 KG/PDA; 150 K/HA YESO AGRICOLA","No","glifosato 2,5 l/ha, metsulfuron (7gr./ha) + dicamba (200cc/ha)","Elatus Ace 600 cc/ha + Miravis 200 cc/ha + 1 l  aceite mineral","No","No",178,21.5,153,210.3,66.6,19.8,32.2,11,53.6,53.1,121.1,"49",24.8774193548387,"23.9410714285714","22.341935483871","20.585","15.2258064516129","12.435","12.791935483871","15.2435483870968","17.2566666666667","19.4096774193548","22.4166666666667","26.2983870967742"
"23","Dados/Dados_Brutos/2021-2022/ret_2021_pampa_mesopotamica_pme_iii_ex._sbrg._iii_inta_parana","1","LARGO","SIN FUNGICIDA","ALHAMBRA",5225,5391.66666666667,3825,NA,NA,"1 Pampeana","Paraná","Bainotti, Carlos","Gieco, Lucrecia C., Schutt, Lorena S.","PME III","Pampa mesopotâmica","BCA",74,"111/135/105/72","5","1.14","21",6,"Molisol",NA,NA,NA,NA,"Argiudol Ácuico Serie Tezanos Pintos.","Arcillo limoso",NA,"Maiz",NA,NA,"Maquina","400 K/HA UREA (200 siembra+200 fin macollaje); 130 KG/PDA; 150 K/HA YESO AGRICOLA","No","glifosato 2,5 l/ha, metsulfuron (7gr./ha) + dicamba (200cc/ha)","Elatus Ace 600 cc/ha + Miravis 200 cc/ha + 1 l  aceite mineral","No","No",178,21.5,153,210.3,66.6,19.8,32.2,11,53.6,53.1,121.1,"49",24.8774193548387,"23.9410714285714","22.341935483871","20.585","15.2258064516129","12.435","12.791935483871","15.2435483870968","17.2566666666667","19.4096774193548","22.4166666666667","26.2983870967742"
